IP,Time,URL,Staus
10.128.2.1,[18/Jan/2018:12:48:59,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.128.2.1,[18/Jan/2018:12:49:16,GET /contest.php HTTP/1.1,200
10.128.2.1,[18/Jan/2018:12:49:18,GET /contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest HTTP/1.1,200
10.128.2.1,[18/Jan/2018:12:49:23,GET /contest.php HTTP/1.1,200
10.128.2.1,[18/Jan/2018:12:49:30,GET /logout.php HTTP/1.1,302
10.128.2.1,[18/Jan/2018:12:49:30,GET /login.php HTTP/1.1,200
10.131.0.1,[18/Jan/2018:12:50:11,GET /home.php HTTP/1.1,302
10.128.2.1,[18/Jan/2018:12:50:12,GET /login.php HTTP/1.1,200
10.128.2.1,[18/Jan/2018:12:50:22,GET /createadmin.php HTTP/1.1,302
10.131.0.1,[18/Jan/2018:12:50:25,GET /home.php HTTP/1.1,302
10.128.2.1,[18/Jan/2018:12:50:26,GET /login.php HTTP/1.1,200
10.128.2.1,[18/Jan/2018:12:50:35,GET /createadmin.php HTTP/1.1,302
10.128.2.1,[18/Jan/2018:12:50:35,GET /home.php HTTP/1.1,302
10.131.0.1,[18/Jan/2018:12:50:36,GET /login.php HTTP/1.1,200
10.130.2.1,[18/Jan/2018:15:25:35,GET /robots.txt HTTP/1.1,404
10.130.2.1,[18/Jan/2018:15:25:35,GET / HTTP/1.1,302
10.130.2.1,[18/Jan/2018:15:25:35,GET /login.php HTTP/1.1,200
10.131.0.1,[18/Jan/2018:16:58:46,GET /home.php HTTP/1.1,302
10.130.2.1,[18/Jan/2018:16:58:47,GET /login.php HTTP/1.1,200
10.130.2.1,[18/Jan/2018:16:58:48,GET /css/bootstrap.min.css HTTP/1.1,200
10.130.2.1,[18/Jan/2018:16:58:48,GET /css/font-awesome.min.css HTTP/1.1,200
10.131.0.1,[18/Jan/2018:16:58:48,GET /css/main.css HTTP/1.1,200
10.128.2.1,[18/Jan/2018:16:58:48,GET /css/normalize.css HTTP/1.1,200
10.128.2.1,[18/Jan/2018:16:58:48,GET /css/style.css HTTP/1.1,200
10.128.2.1,[18/Jan/2018:16:58:48,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1,[18/Jan/2018:16:58:49,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.131.0.1,[18/Jan/2018:16:58:49,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.131.0.1,[18/Jan/2018:16:58:53,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.131.0.1,[18/Jan/2018:16:59:15,POST /process.php HTTP/1.1,302
10.130.2.1,[18/Jan/2018:16:59:15,GET /home.php HTTP/1.1,200
10.130.2.1,[18/Jan/2018:16:59:16,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
10.128.2.1,[18/Jan/2018:16:59:16,GET /js/vendor/moment.min.js HTTP/1.1,200
10.128.2.1,[18/Jan/2018:16:59:32,GET /archive.php HTTP/1.1,200
10.128.2.1,[18/Jan/2018:16:59:44,GET /logout.php HTTP/1.1,302
10.128.2.1,[18/Jan/2018:16:59:45,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:17:49,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:17:49,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:17:49,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:17:49,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:17:50,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:17:50,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:17:50,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:17:50,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:17:50,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:17:51,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:17:51,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:17:51,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:17:51,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:17:52,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:17:52,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:17:52,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:17:52,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:17:52,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:17:52,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:17:53,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:17:53,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:17:53,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:17:53,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:17:53,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:17:53,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:17:53,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:17:53,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:17:53,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:17:53,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:17:53,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:17:54,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:17:54,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:17:54,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:17:54,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:17:54,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:17:55,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:17:56,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:17:56,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:17:58,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:17:59,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:17:59,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:17:59,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:17:59,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:17:59,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:17:59,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:00,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:00,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:00,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:00,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:00,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:00,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:00,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:00,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:00,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:00,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:00,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:00,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:00,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:18:00,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:18:01,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:01,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:18:01,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:01,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:01,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:01,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:03,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:03,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:03,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:03,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:03,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:03,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:03,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:05,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:05,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:05,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:06,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:06,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:18:06,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:06,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:06,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:18:07,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:07,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:07,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:07,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:08,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:08,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:18:08,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:18:08,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:18:09,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:18:09,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:18:09,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:18:09,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:18:09,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:18:09,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:18:09,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:18:10,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:10,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:10,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:10,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:11,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:11,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:11,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:11,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:11,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:11,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:18:11,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:18:11,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:18:12,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:12,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:12,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:12,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:12,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:13,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:13,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:14,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:14,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:14,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:14,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:14,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:14,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:14,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:14,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:14,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:14,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:18:14,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:14,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:14,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:14,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:16,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:18:16,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:22,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:23,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:23,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:18:23,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:24,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:18:24,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:24,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:18:24,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:24,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:25,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:25,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:25,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:25,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:25,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:26,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:26,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:18:26,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:27,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:27,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:18:27,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:18:28,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:28,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:28,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:28,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:28,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:28,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:28,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:30,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:30,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:32,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:32,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:32,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:33,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:33,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:33,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:33,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:18:34,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:34,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:34,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:18:34,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:18:34,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:34,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:34,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:35,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:35,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:18:37,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:18:37,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:38,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:38,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:40,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:18:40,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:41,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:41,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:42,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:42,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:43,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:44,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:44,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:44,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:44,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:44,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:46,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:47,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:18:47,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:18:47,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:18:47,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:18:47,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:48,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:48,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:48,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:48,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:49,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:49,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:49,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:50,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:18:50,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:18:51,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:51,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:18:51,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:18:51,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:52,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:52,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:52,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:18:54,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:18:54,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:55,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:55,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:55,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:18:56,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:19:00,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:19:00,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:19:01,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:19:01,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:19:01,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:19:01,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:19:01,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:19:01,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:19:02,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:19:02,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:19:04,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:19:04,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:19:08,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:19:08,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:19:09,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:19:09,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:19:10,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:19:10,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:19:10,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:19:10,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:19:10,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:19:11,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:19:11,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:19:11,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:19:12,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:19:12,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:19:13,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:19:14,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:19:14,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:19:14,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:19:14,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:19:14,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:19:14,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:19:14,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:19:15,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:19:15,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:19:15,GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:19:15,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:19:17,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:19:21,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:19:24,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:19:31,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:19:32,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:19:48,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:19:53,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:20:23,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:20:23,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:20:24,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:20:24,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:20:24,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:20:24,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:20:24,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:20:24,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:20:24,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:20:24,GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:20:24,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:20:25,GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:20:25,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:20:25,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:20:25,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:20:25,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
